"mean","sd","q0.025","median","q0.975","mode","kld","param","model","Host","HostOrder","Domestic","VRichness"
0.805183146670316,0.309967609396856,0.166074998139782,0.815861118450941,1.38341827294856,0.8370974666185,1.72946279513149e-06,"Intercept","1990","Ovis aries","Cetartiodactyla",TRUE,79
0.0592873765023162,0.00850808316491801,0.0434095232033926,0.0589875581582156,0.0768591009614238,0.0583874818279778,1.82108682377456e-06,"yearx","1930","Capra hircus","Cetartiodactyla",TRUE,69
-3.54984047591582,0.570154859470158,-4.74483339862307,-3.52344427946218,-2.50334084827167,-3.47042479318365,2.75233930671463e-06,"Intercept","1930","Capra hircus","Cetartiodactyla",TRUE,69
0.0468538585324843,0.0100009115617674,0.0278027491019667,0.0466517955256036,0.0670765702850031,0.0462501882349858,3.22192033827887e-07,"yearx","1960","Capra hircus","Cetartiodactyla",TRUE,69
-1.27920219543654,0.375579370599644,-2.0582545605203,-1.26469675020815,-0.582826058123107,-1.23574096880181,2.12984241648609e-06,"Intercept","1960","Capra hircus","Cetartiodactyla",TRUE,69
0.0836302526092811,0.0292220507400235,0.0278955742818463,0.0830674446349425,0.142635755999563,0.0819495109556257,2.49938115685412e-07,"yearx","1990","Capra hircus","Cetartiodactyla",TRUE,69
-0.472147177080555,0.4382729097431,-1.38850176524229,-0.452667648906011,0.334289770214766,-0.413596218395479,2.61760859962686e-06,"Intercept","1990","Capra hircus","Cetartiodactyla",TRUE,69
0.0359382675550125,0.00683626041468479,0.0229925847386933,0.0357695026897612,0.0498533388101404,0.0354336769415213,7.31760872030329e-07,"yearx","1930","Mus musculus","Rodentia",TRUE,64
-2.15158918888836,0.419924116145913,-3.02600936805825,-2.13419699517515,-1.37581373227819,-2.0993806567245,2.37539626549263e-06,"Intercept","1930","Mus musculus","Rodentia",TRUE,64
0.0208026253719662,0.00950592839694048,0.00241511837605089,0.0207101042069234,0.0397125685291058,0.0205270319419452,1.09371530602136e-07,"yearx","1960","Mus musculus","Rodentia",TRUE,64
-0.526084759400985,0.319259679627782,-1.18540583300588,-0.514737166472649,0.068410465260924,-0.492149192260168,1.83801535403379e-06,"Intercept","1960","Mus musculus","Rodentia",TRUE,64
0.0396451804439219,0.0297048605355381,-0.0177915357922497,0.0393489236441064,0.0987594540278675,0.0387626816017339,9.40308728161065e-08,"yearx","1990","Mus musculus","Rodentia",TRUE,64
-0.0362233753370112,0.409006907691973,-0.889951656587583,-0.0185603694996705,0.717626304749879,0.0168367272357049,2.52006851614219e-06,"Intercept","1990","Mus musculus","Rodentia",TRUE,64
0.0179813171757794,0.00678708446097029,0.00495888005635598,0.0178813248463911,0.0315907400098218,0.0176831573704809,1.92913612713329e-08,"yearx","1930","Macaca mulatta","Primates",FALSE,51
-1.42922239162236,0.374026421935292,-2.2070400338619,-1.41409088360184,-0.73737071947201,-1.38382688293179,2.29323733631401e-06,"Intercept","1930","Macaca mulatta","Primates",FALSE,51
